Generation number,Best fitness,Best genome,Worst fitness,Worst genome,Mean,Average,Standard deviation
10,98.01020050048828,"Genome{fitness:98.01020050048828,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.16960977753990392},IntegerGene{label:hidden_2_units,min:10,max:200,val:150},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.18774997963150364},IntegerGene{label:hidden_3_units,min:10,max:200,val:142},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.09154041514186304},IntegerGene{label:batch_size,min:100,max:400,val:228},]}",99.1899185180664,"Genome{fitness:99.1899185180664,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:112},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.16960977753990392},IntegerGene{label:hidden_2_units,min:10,max:200,val:155},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.2666165314238164},IntegerGene{label:hidden_3_units,min:10,max:200,val:56},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.019772011054487962},IntegerGene{label:batch_size,min:100,max:400,val:299},]}",98.51261138916016,98.51261138916016,0.2893999015406111
11,98.01020050048828,"Genome{fitness:98.01020050048828,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.16960977753990392},IntegerGene{label:hidden_2_units,min:10,max:200,val:150},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.18774997963150364},IntegerGene{label:hidden_3_units,min:10,max:200,val:142},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.09154041514186304},IntegerGene{label:batch_size,min:100,max:400,val:228},]}",103.13108825683594,"Genome{fitness:103.13108825683594,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:190},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.33033505253808254},IntegerGene{label:hidden_2_units,min:10,max:200,val:194},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.213623986755829},IntegerGene{label:hidden_3_units,min:10,max:200,val:134},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.019772011054487962},IntegerGene{label:batch_size,min:100,max:400,val:299},]}",98.92422180175781,98.92422180175781,1.3527265120711367
12,97.59461212158203,"Genome{fitness:97.59461212158203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",99.39854431152344,"Genome{fitness:99.39854431152344,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.16960977753990392},IntegerGene{label:hidden_2_units,min:10,max:200,val:150},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.20027767315603529},IntegerGene{label:hidden_3_units,min:10,max:200,val:159},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.019772011054487962},IntegerGene{label:batch_size,min:100,max:400,val:327},]}",98.48551902770996,98.48551902770996,0.41993733094483376
13,97.59461212158203,"Genome{fitness:97.59461212158203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",99.31218719482422,"Genome{fitness:99.31218719482422,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.1232088341792082},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:191},]}",98.35427742004394,98.35427742004394,0.4256230497962895
14,97.59461212158203,"Genome{fitness:97.59461212158203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",99.77371215820312,"Genome{fitness:99.77371215820312,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:159},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.2226858423032103},IntegerGene{label:hidden_2_units,min:10,max:200,val:124},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.16331583677206124},IntegerGene{label:hidden_3_units,min:10,max:200,val:56},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.3476416137582282},IntegerGene{label:batch_size,min:100,max:400,val:272},]}",98.36868820190429,98.36868820190429,0.48047672044447026
15,97.59461212158203,"Genome{fitness:97.59461212158203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",102.03580474853516,"Genome{fitness:102.03580474853516,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:148},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.1592986595466503},IntegerGene{label:hidden_2_units,min:10,max:200,val:113},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.05803499960355739},IntegerGene{label:hidden_3_units,min:10,max:200,val:167},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.27005000253893846},IntegerGene{label:batch_size,min:100,max:400,val:208},]}",98.4845474243164,98.4845474243164,0.9171253532103821
16,97.59461212158203,"Genome{fitness:97.59461212158203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",99.59799194335938,"Genome{fitness:99.59799194335938,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:200},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.2226858423032103},IntegerGene{label:hidden_2_units,min:10,max:200,val:182},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:119},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.019772011054487962},IntegerGene{label:batch_size,min:100,max:400,val:286},]}",98.34360427856446,98.34360427856446,0.5129488338168048
17,97.59461212158203,"Genome{fitness:97.59461212158203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",98.62820434570312,"Genome{fitness:98.62820434570312,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:190},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.2226858423032103},IntegerGene{label:hidden_2_units,min:10,max:200,val:72},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:148},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.09154041514186304},IntegerGene{label:batch_size,min:100,max:400,val:286},]}",98.14761962890626,98.14761962890626,0.24052058158906497
18,97.59461212158203,"Genome{fitness:97.59461212158203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.06511939698909075},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",104.70828247070312,"Genome{fitness:104.70828247070312,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:10},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.10139875807695005},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.07838360399803478},IntegerGene{label:hidden_3_units,min:10,max:200,val:119},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.019772011054487962},IntegerGene{label:batch_size,min:100,max:400,val:286},]}",98.50653190612793,98.50653190612793,1.456373346288135
19,97.47786712646484,"Genome{fitness:97.47786712646484,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.07409313456257245},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.11196018911554541},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",98.45986938476562,"Genome{fitness:98.45986938476562,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.07409313456257245},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:hidden_3_units,min:10,max:200,val:109},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:176},]}",97.97983474731446,97.97983474731446,0.26734061900162504
20,97.47786712646484,"Genome{fitness:97.47786712646484,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.07409313456257245},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.11196018911554541},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",99.06708526611328,"Genome{fitness:99.06708526611328,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:56},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.16960977753990392},IntegerGene{label:hidden_2_units,min:10,max:200,val:104},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.11196018911554541},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",98.09208221435547,98.09208221435547,0.44931817078886466
21,97.47786712646484,"Genome{fitness:97.47786712646484,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.07409313456257245},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.11196018911554541},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",99.62657165527344,"Genome{fitness:99.62657165527344,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:162},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.057282548288995934},IntegerGene{label:hidden_2_units,min:10,max:200,val:86},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.16331583677206124},IntegerGene{label:hidden_3_units,min:10,max:200,val:143},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.07783451669970731},IntegerGene{label:batch_size,min:100,max:400,val:299},]}",98.07559089660644,98.07559089660644,0.5608394173460918
22,97.47786712646484,"Genome{fitness:97.47786712646484,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.07409313456257245},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.11196018911554541},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",99.66624450683594,"Genome{fitness:99.66624450683594,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.23799260978368014},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.019772011054487962},IntegerGene{label:batch_size,min:100,max:400,val:299},]}",97.97263221740722,97.97263221740722,0.5039973353804726
23,97.47786712646484,"Genome{fitness:97.47786712646484,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.07409313456257245},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.11196018911554541},IntegerGene{label:hidden_3_units,min:10,max:200,val:116},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",99.96163940429688,"Genome{fitness:99.96163940429688,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:106},FloatGene{label:hidden_1_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{label:hidden_2_dropout_rate,min:0.01,max:0.5,val:0.11196018911554541},IntegerGene{label:hidden_3_units,min:10,max:200,val:98},FloatGene{label:hidden_3_dropout_rate,min:0.01,max:0.5,val:0.01},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",97.98350372314454,97.98350372314454,0.5408952124317776
