Generation number,Best fitness      ,Best genome                                                                                                                                                                                                                                                                                                                                                                    ,Worst fitness     ,Worst genome                                                                                                                                                                                                                                                                                                                                                                   ,Mean              ,Average           ,Standard deviation
10               ,108.27371215820312,"Genome{fitness:108.27371215820312,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.30397973727807415},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.24672035138793552},IntegerGene{label:batch_size,min:100,max:400,val:173},]}",108.78140258789062,"Genome{fitness:108.78140258789062,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:117},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.35811165948162094},IntegerGene{label:batch_size,min:100,max:400,val:173},]}" ,108.58564605712891,108.58564605712891,0.13605530117113096
11               ,108.25769805908203,"Genome{fitness:108.25769805908203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.9763412475586 ,"Genome{fitness:109.9763412475586,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:140},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.20051285518745332},IntegerGene{label:hidden_2_units,min:10,max:200,val:38},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.35811165948162094},IntegerGene{label:batch_size,min:100,max:400,val:198},]}"  ,108.73483047485351,108.73483047485351,0.46261896430966454
12               ,108.25769805908203,"Genome{fitness:108.25769805908203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.74806213378906,"Genome{fitness:109.74806213378906,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:154},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3274577380319131},IntegerGene{label:batch_size,min:100,max:400,val:173},]}"  ,108.69457817077637,108.69457817077637,0.38740134545186156
13               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.20488739013672,"Genome{fitness:109.20488739013672,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:69},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,108.51644706726074,108.51644706726074,0.21915612097546425
14               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,112.7691879272461 ,"Genome{fitness:112.7691879272461,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.24672035138793552},IntegerGene{label:batch_size,min:100,max:400,val:284},]}"  ,108.70835151672364,108.70835151672364,0.9477518388984891
15               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.44902801513672,"Genome{fitness:109.44902801513672,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:155},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.35811165948162094},IntegerGene{label:batch_size,min:100,max:400,val:198},]}" ,108.51398086547852,108.51398086547852,0.2568932169272424
16               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.53428649902344,"Genome{fitness:109.53428649902344,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:164},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.30397973727807415},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.35197147564351977},IntegerGene{label:batch_size,min:100,max:400,val:173},]}",108.55583267211914,108.55583267211914,0.3133397728883062
17               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.94659423828125,"Genome{fitness:109.94659423828125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:148},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.39923777094086615},IntegerGene{label:batch_size,min:100,max:400,val:173},]}" ,108.52312202453614,108.52312202453614,0.36222751005624926
18               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,110.1829605102539 ,"Genome{fitness:110.1829605102539,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:53},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3176255721188218},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"    ,108.58161735534668,108.58161735534668,0.4925245841706192
19               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.42190551757812,"Genome{fitness:109.42190551757812,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:185},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.30397973727807415},IntegerGene{label:hidden_2_units,min:10,max:200,val:53},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:101},]}"                 ,108.47681007385253,108.47681007385253,0.33762592165894356
20               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.12590789794922,"Genome{fitness:109.12590789794922,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:53},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3274577380319131},IntegerGene{label:batch_size,min:100,max:400,val:163},]}"   ,108.49250297546386,108.49250297546386,0.320439914933773
21               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.49030303955078,"Genome{fitness:109.49030303955078,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:178},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.29493342409696405},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3274577380319131},IntegerGene{label:batch_size,min:100,max:400,val:173},]}" ,108.50433082580567,108.50433082580567,0.3754894734671491
22               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.56197357177734,"Genome{fitness:109.56197357177734,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:185},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3714375666336077},IntegerGene{label:batch_size,min:100,max:400,val:173},]}"  ,108.42761192321777,108.42761192321777,0.30278666816102545
23               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,112.08919525146484,"Genome{fitness:112.08919525146484,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:200},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.14725064358250844},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3274577380319131},IntegerGene{label:batch_size,min:100,max:400,val:173},]}" ,108.59835548400879,108.59835548400879,0.8413091835980325
24               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.68614196777344,"Genome{fitness:109.68614196777344,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:145},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.26335931658554257},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3274577380319131},IntegerGene{label:batch_size,min:100,max:400,val:172},]}" ,108.41774787902833,108.41774787902833,0.4004073954948325
25               ,108.02210235595703,"Genome{fitness:108.02210235595703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:134},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,110.73685455322266,"Genome{fitness:110.73685455322266,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:161},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:185},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.44043731689453,108.44043731689453,0.5553426942163692
26               ,108.01958465576172,"Genome{fitness:108.01958465576172,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,109.02436828613281,"Genome{fitness:109.02436828613281,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:88},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"  ,108.2959774017334 ,108.2959774017334 ,0.23549000521313548
27               ,108.01958465576172,"Genome{fitness:108.01958465576172,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,112.74075317382812,"Genome{fitness:112.74075317382812,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.13479525758577762},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,108.583695602417  ,108.583695602417  ,1.0312057338221405
28               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.10843658447266,"Genome{fitness:109.10843658447266,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:192},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3274577380319131},IntegerGene{label:batch_size,min:100,max:400,val:172},]}"  ,108.29583740234375,108.29583740234375,0.286945248827945
29               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.80520629882812,"Genome{fitness:108.80520629882812,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:172},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:184},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.40113940828213346},IntegerGene{label:batch_size,min:100,max:400,val:172},]}" ,108.28645324707031,108.28645324707031,0.24719822403399444
